Name	PermID	Reference	Chrom	Offsets	AvgAe	Source
mh11PK-63643	MHDBM-c5ce121f	GRCh38	chr11	34415814,34415816,34415818,34415835,34415836,34415846,34415850	4.0330	10.1016/j.fsigen.2018.05.008
mh11USC-11pB	MHDBM-2408c5b4	GRCh38	chr11	34415816,34415818,34415835,34415836		10.1016/j.fsigen.2019.102213
mh11NH-18	MHDBM-c221d515	GRCh38	chr11	60929411,60929455,60929496		10.1016/j.legalmed.2015.06.003
mh11NH-19	MHDBM-9b0f1170	GRCh38	chr11	60929640,60929665,60929689		10.1016/j.legalmed.2015.06.003
mh11USC-11qA	MHDBM-50f0463e	GRCh38	chr11	70096117,70096120		10.1016/j.fsigen.2019.102213
mh11KK-037	MHDBM-2cddd3a7	GRCh38	chr11	72558169,72558257,72558302	2.2220	ALFRED
mh11KK-187	MHDBM-19b49670	GRCh38	chr11	79236550,79236579,79236599,79236731	2.6737	ALFRED
mh11KK-191	MHDBM-c19be300	GRCh38	chr11	100009430,100009491,100009549,100009619	3.0225	ALFRED
mh11AT-22	MHDBM-67f0b23b	GRCh38	chr11	100009430,100009491	2.2219	ISFG2019:P597
mh11USC-11qB	MHDBM-cc78718a	GRCh38	chr11	102727843,102727855,102727868,102727923		10.1016/j.fsigen.2019.102213
mh11KK-092	MHDBM-12397e44	GRCh38	chr11	113194301,113194570,113194596	2.9801	ALFRED
mh11KK-038	MHDBM-0de44dd7	GRCh38	chr11	113240778,113240942	2.3168	ALFRED
mh11KK-039	MHDBM-9db622f8	GRCh38	chr11	113340606,113340647	2.3630	ALFRED
mh11KK-040	MHDBM-3d69621c	GRCh38	chr11	113393747,113393788	2.2626	ALFRED
mh11AT-23	MHDBM-3d69621c	GRCh38	chr11	113393747,113393788	2.5224	ISFG2019:P597
mh11KK-089	MHDBM-b4e02ca7	GRCh38	chr11	113411552,113411572	2.2557	ALFRED
mh11KK-041	MHDBM-b89e7c23	GRCh38	chr11	113412736,113412754	2.2237	ALFRED
mh11KK-103	MHDBM-ea10d42c	GRCh38	chr11	113418314,113418343,113418459,113418575	2.3304	ALFRED
mh11KK-090	MHDBM-f67cb0d4	GRCh38	chr11	113425551,113425563	1.6196	ALFRED
mh11KK-091	MHDBM-d896ebf8	GRCh38	chr11	113475528,113475628	1.8607	ALFRED
mh11USC-11qC	MHDBM-e7b73270	GRCh38	chr11	129407382,129407396,129407418		10.1016/j.fsigen.2019.102213
mh12CP-008	MHDBM-003a7083	GRCh38	chr12	1996655,1996658,1996688	4.0263	ALFRED
mh12NH-20	MHDBM-762a0625	GRCh38	chr12	2201285,2201362,2201384,2201449		10.1016/j.legalmed.2015.06.003
mh12KK-043	MHDBM-be819645	GRCh38	chr12	3599332,3599379,3599442	2.3287	ALFRED
mh12USC-12pA	MHDBM-d8af0d64	GRCh38	chr12	6471061,6471082,6471106,6471147		10.1016/j.fsigen.2019.102213
mh12KK-092	MHDBM-d13e1d9a	GRCh38	chr12	6796014,6796097	1.9693	ALFRED
mh12USC-12pB	MHDBM-734a9296	GRCh38	chr12	29994612,29994629,29994637		10.1016/j.fsigen.2019.102213
mh12KK-202	MHDBM-29c66960	GRCh38	chr12	30017295,30017372,30017425,30017448	2.9796	ALFRED
mh12AT-24	MHDBM-49fa0a39	GRCh38	chr12	30017372,30017425,30017448	2.8057	ISFG2019:P597
mh12USC-12qA	MHDBM-d70a81c4	GRCh38	chr12	40392916,40392929,40392949		10.1016/j.fsigen.2019.102213
mh12USC-12qB	MHDBM-b12bc2a2	GRCh38	chr12	68114495,68114515,68114543,68114572		10.1016/j.fsigen.2019.102213
mh12CP-007	MHDBM-f1a1d544	GRCh38	chr12	68895968,68895985,68895994	3.3080	10.1016/j.fsigen.2019.02.018
mh12USC-12qC	MHDBM-5d875c46	GRCh38	chr12	95767416,95767428,95767482,95767486		10.1016/j.fsigen.2019.102213
mh12KK-093	MHDBM-5654cadc	GRCh38	chr12	102821069,102821124	1.5556	ALFRED
mh12KK-045	MHDBM-596da7ff	GRCh38	chr12	102866855,102867040	2.3131	ALFRED
mh12KK-042	MHDBM-f4df5b1c	GRCh38	chr12	111555907,111556081	1.9317	ALFRED
mh12KK-046	MHDBM-8a9913c2	GRCh38	chr12	118451682,118451753	2.8807	ALFRED
mh12AT-25	MHDBM-8a9913c2	GRCh38	chr12	118451682,118451753	2.3640	ISFG2019:P597
mh12CP-003	MHDBM-26405ce1	GRCh38	chr12	129135548,129135549,129135561	2.8660	10.1016/j.fsigen.2019.02.018
mh13KK-213	MHDBM-d5615acf	GRCh38	chr13	23191401,23191495,23191541	3.6440	ALFRED
mh13AT-26	MHDBM-3dff744b	GRCh38	chr13	23191461,23191495,23191541	2.5128	ISFG2019:P597
mh13CP-008	MHDBM-021d5e78	GRCh38	chr13	24343962,24343985,24343993	3.0655	ALFRED
mh13CP-010	MHDBM-13233c9a	GRCh38	chr13	29218044,29218055,29218076	3.1273	10.1016/j.fsigen.2019.02.018
mh13USC-13qA	MHDBM-31aaadda	GRCh38	chr13	32979441,32979488,32979489,32979510		10.1016/j.fsigen.2019.102213
mh13KK-217	MHDBM-58fe77e7	GRCh38	chr13	46291794,46291834,46291948,46291986	4.0035	ALFRED
mh13AT-27	MHDBM-43558871	GRCh38	chr13	46291948,46291986	2.6806	ISFG2019:P597
mh13KK-047	MHDBM-77c0086f	GRCh38	chr13	50313423,50313588	2.3932	ALFRED
mh13KK-218	MHDBM-d645f595	GRCh38	chr13	53486691,53486745,53486756,53486836	6.0444	ALFRED
mh13USC-13qB	MHDBM-ed4ee582	GRCh38	chr13	63435472,63435478,63435498,63435532		10.1016/j.fsigen.2019.102213
mh13KK-225	MHDBM-4f77d482	GRCh38	chr13	66138599,66138657,66138695	3.4361	ALFRED
mh13LV-10	MHDBM-c831d388	GRCh38	chr13	70291859,70291862,70291863,70291871,70291875,70291919,70291931,70291932,70291933,70291934,70291946,70291965,70291983,70291990,70291999,70292013,70292052		10.1016/j.fsigen.2018.05.001
mh13USC-13qC	MHDBM-bc455428	GRCh38	chr13	85333526,85333532,85333537,85333544		10.1016/j.fsigen.2019.102213
mh13KK-226	MHDBM-7b8c12e3	GRCh38	chr13	94894395,94894512	2.0150	ALFRED
mh13KK-223	MHDBM-4088f2e4	GRCh38	chr13	110154351,110154394,110154411,110154504	3.7978	ALFRED
mh13AT-30	MHDBM-d953450d	GRCh38	chr13	110154351,110154394,110154411	3.2417	ISFG2019:P597
mh13USC-13qD	MHDBM-780fecae	GRCh38	chr13	111435605,111435617,111435623,111435672		10.1016/j.fsigen.2019.102213
mh14KK-068	MHDBM-80e639ec	GRCh38	chr14	21157082,21157102	2.2531	ALFRED
mh14USC-14qA	MHDBM-79bac712	GRCh38	chr14	25255022,25255041,25255048		10.1016/j.fsigen.2019.102213
mh14PK-72639	MHDBM-5548fd05	GRCh38	chr14	32203273,32203274,32203277,32203278,32203291,32203302,32203309,32203320,32203323	3.7886	10.1016/j.fsigen.2018.05.008
mh14CP-003	MHDBM-64b4bc49	GRCh38	chr14	32686114,32686138,32686149	3.2046	ALFRED
mh14NH-21	MHDBM-4551977f	GRCh38	chr14	33520990,33521031,33521083	2.4438	10.1016/j.legalmed.2015.06.003
mh14CP-004	MHDBM-ae195b06	GRCh38	chr14	38976183,38976202,38976225	2.8740	ALFRED
mh14USC-14qB	MHDBM-e0f71b0d	GRCh38	chr14	51779876,51779937,51779953		10.1016/j.fsigen.2019.102213
mh14NH-22	MHDBM-ddf31276	GRCh38	chr14	68910057,68910092,68910129		10.1016/j.legalmed.2015.06.003
mh14KK-048	MHDBM-74c13a43	GRCh38	chr14	73783853,73784011	2.7649	ALFRED
mh14USC-14qC	MHDBM-5fe662c9	GRCh38	chr14	76167613,76167623,76167667		10.1016/j.fsigen.2019.102213
mh14USC-14qD	MHDBM-14040a39	GRCh38	chr14	97762484,97762487,97762497		10.1016/j.fsigen.2019.102213
mh14KK-101	MHDBM-132db0af	GRCh38	chr14	105543139,105543234	1.7645	ALFRED
mh15PK-75170	MHDBM-dc55cd9e	GRCh38	chr15	24802313,24802319,24802320,24802331,24802336,24802338,24802344,24802348,24802364,24802366,24802374,24802376,24802379	2.0342	10.1016/j.fsigen.2018.05.008
mh15KK-068	MHDBM-10135880	GRCh38	chr15	27951674,27951890	1.8035	ALFRED
mh15KK-069	MHDBM-b18948cd	GRCh38	chr15	27984950,27985037	2.0973	ALFRED
mh15KK-058	MHDBM-d6c594d2	GRCh38	chr15	28120284,28120471,28120586	2.1016	ALFRED
mh15USC-15qA	MHDBM-70d85d8a	GRCh38	chr15	33639028,33639029,33639063,33639111		10.1016/j.fsigen.2019.102213
mh15CP-001	MHDBM-e74afe73	GRCh38	chr15	40076158,40076160,40076162	3.3661	ALFRED
mh15CP-004	MHDBM-3bd729bb	GRCh38	chr15	43509825,43509839,43509872	2.2203	ALFRED
mh15KK-067	MHDBM-e14f7d72	GRCh38	chr15	46578535,46578656	2.7607	ALFRED
mh15AT-31	MHDBM-2374bfc6	GRCh38	chr15	46578535,46578630,46578656		ISFG2019:P597
mh15CP-003	MHDBM-c2b1818c	GRCh38	chr15	47831252,47831292,47831295	2.0429	ALFRED
mh15KK-095	MHDBM-8efcee47	GRCh38	chr15	48122771,48122870	1.8276	ALFRED
mh15KK-066	MHDBM-882c69bf	GRCh38	chr15	52192752,52192826	2.7570	ALFRED
mh15AT-32	MHDBM-882c69bf	GRCh38	chr15	52192752,52192826		ISFG2019:P597
mh15USC-15qB	MHDBM-956e152a	GRCh38	chr15	61473268,61473320,61473326		10.1016/j.fsigen.2019.102213
mh15KK-104	MHDBM-10729ce3	GRCh38	chr15	63806357,63806413,63806494	2.1864	ALFRED
mh15USC-15qC	MHDBM-bdbaeb04	GRCh38	chr15	80292254,80292324,80292331		10.1016/j.fsigen.2019.102213
mh15USC-15qD	MHDBM-e182c338	GRCh38	chr15	97712697,97712703,97712738,97712747		10.1016/j.fsigen.2019.102213
mh16KK-049	MHDBM-9da28473	GRCh38	chr16	7159206,7159245,7159265,7159309,7159379	4.2243	ALFRED
mh16AT-33	MHDBM-830c34ca	GRCh38	chr16	7159206,7159245,7159265	2.9526	ISFG2019:P597
mh16KK-302	MHDBM-3a410e27	GRCh38	chr16	7537731,7537743,7537801,7537844	2.8740	ALFRED
mh16CP-001	MHDBM-4d9f4854	GRCh38	chr16	8781671,8781673,8781687,8781727,8781747	2.6254	10.1016/j.fsigen.2019.02.018
mh16USC-16pA	MHDBM-a364c34b	GRCh38	chr16	9581410,9581419,9581424,9581450		10.1016/j.fsigen.2019.102213
mh16USC-16pB	MHDBM-ed27afef	GRCh38	chr16	24314926,24314936		10.1016/j.fsigen.2019.102213
mh16KK-053	MHDBM-80528774	GRCh38	chr16	31087678,31087689	1.3964	ALFRED
mh16USC-16qA	MHDBM-c0a82420	GRCh38	chr16	60999359,60999366,60999375		10.1016/j.fsigen.2019.102213
mh16PK-83362	MHDBM-7303e6d0	GRCh38	chr16	77999242,77999261,77999270,77999274,77999281,77999282,77999288,77999291	2.4076	10.1016/j.fsigen.2018.05.008
mh16KK-255	MHDBM-d61ecba6	GRCh38	chr16	81936747,81936760,81936801,81936889	3.4635	ALFRED
mh16AT-34	MHDBM-6da45cf1	GRCh38	chr16	81936801,81936842,81936865	2.8734	ISFG2019:P597
mh16USC-16qB	MHDBM-a611b4d9	GRCh38	chr16	82548846,82548921,82548934		10.1016/j.fsigen.2019.102213
mh16PK-83483	MHDBM-51163f6e	GRCh38	chr16	84516828,84516829,84516830,84516845,84516874,84516880,84516887,84516893,84516898	3.0060	10.1016/j.fsigen.2018.05.008
mh16PK-83544	MHDBM-c80956b4	GRCh38	chr16	85934074,85934082,85934105,85934115,85934128,85934137	3.0996	10.1016/j.fsigen.2018.05.008
mh16KK-061	MHDBM-4cc47c4a	GRCh38	chr16	87447772,87447821	2.6913	ALFRED
mh16KK-062	MHDBM-69423f7f	GRCh38	chr16	87468088,87468129,87468385	2.3134	ALFRED
mh16KK-096	MHDBM-7dacf420	GRCh38	chr16	89919708,89919745	1.4006	ALFRED
mh17CP-002	MHDBM-cee77cfe	GRCh38	chr17	2036207,2036208,2036248	3.5702	10.1016/j.fsigen.2019.02.018
mh17USC-17pA	MHDBM-d5646523	GRCh38	chr17	3918624,3918658,3918693		10.1016/j.fsigen.2019.102213
mh17KK-014	MHDBM-83a239de	GRCh38	chr17	4497060,4497088,4497096	1.9183	ALFRED
mh17CP-001	MHDBM-9d093450	GRCh38	chr17	11308466,11308492,11308502	3.4579	ALFRED
mh17CP-006	MHDBM-6ca2e148	GRCh38	chr17	15385768,15385781,15385817	3.0848	ALFRED
mh17CP-005	MHDBM-28426531	GRCh38	chr17	19715705,19715739,19715749	3.3035	ALFRED
mh17USC-17qA	MHDBM-cd7a9041	GRCh38	chr17	27762200,27762204,27762238,27762287		10.1016/j.fsigen.2019.102213
mh17KK-052	MHDBM-c36ecfec	GRCh38	chr17	45394954,45395140	2.6970	ALFRED
mh17KK-076	MHDBM-c1787548	GRCh38	chr17	45658111,45658151	1.1677	ALFRED
mh17KK-077	MHDBM-40474c38	GRCh38	chr17	45777789,45777861	1.9430	ALFRED
mh17KK-105	MHDBM-78a6dffc	GRCh38	chr17	45996522,45996606,45996651	1.3377	ALFRED
mh17KK-053	MHDBM-46b4a872	GRCh38	chr17	47618465,47618547	2.1448	ALFRED
mh17KK-054	MHDBM-f4474b7c	GRCh38	chr17	49209704,49209746	2.5750	ALFRED
mh17AT-35	MHDBM-f4474b7c	GRCh38	chr17	49209704,49209746	2.3075	ISFG2019:P597
mh17USC-17qB	MHDBM-628beaf4	GRCh38	chr17	51372404,51372415,51372451		10.1016/j.fsigen.2019.102213
mh17KK-272	MHDBM-5869366c	GRCh38	chr17	54865066,54865094,54865129,54865196	2.9105	ALFRED
mh17AT-36	MHDBM-bbf04f30	GRCh38	chr17	54865066,54865094	1.9510	ISFG2019:P597
mh17KK-110	MHDBM-f8c66ec0	GRCh38	chr17	55486420,55486611	1.5147	ALFRED
mh17KK-055	MHDBM-97f41f6a	GRCh38	chr17	78232489,78232548	2.6573	ALFRED
mh17USC-17qC	MHDBM-c9406681	GRCh38	chr17	80946036,80946058,80946091,80946119		10.1016/j.fsigen.2019.102213
mh18PK-87558	MHDBM-1e5374f1	GRCh38	chr18	1960542,1960557,1960561,1960566,1960582,1960588	2.3650	10.1016/j.fsigen.2018.05.008
mh18USC-18pA	MHDBM-56dfa93b	GRCh38	chr18	5280017,5280020,5280070,5280071,5280093		10.1016/j.fsigen.2019.102213
mh18CP-005	MHDBM-a85754d3	GRCh38	chr18	8892864,8892893,8892896,8892907	3.6635	ALFRED
mh18KK-285	MHDBM-ea520d26	GRCh38	chr18	24557354,24557431,24557447,24557489	2.6580	ALFRED
mh18AT-38	MHDBM-db09ec41	GRCh38	chr18	24557431,24557447,24557489	3.1870	ISFG2019:P597
mh18CP-003	MHDBM-6fdf83f9	GRCh38	chr18	25488431,25488461,25488469	3.1165	ALFRED
mh18USC-18qA	MHDBM-010d0f9c	GRCh38	chr18	31141606,31141609,31141623		10.1016/j.fsigen.2019.102213
mh18USC-18qB	MHDBM-14fcada5	GRCh38	chr18	53021128,53021158,53021170		10.1016/j.fsigen.2019.102213
mh18USC-18qC	MHDBM-6bf74efc	GRCh38	chr18	66175286,66175304,66175320,66175325		10.1016/j.fsigen.2019.102213
mh18KK-293	MHDBM-13ed6da8	GRCh38	chr18	78329885,78329906,78329944,78329967	3.2906	ALFRED
mh18AT-39	MHDBM-13ed6da8	GRCh38	chr18	78329885,78329906,78329944,78329967	1.9772	ISFG2019:P597
mh19USC-19pA	MHDBM-2d713eab	GRCh38	chr19	561778,561795,561815		10.1016/j.fsigen.2019.102213
mh19KK-056	MHDBM-d6ff8635	GRCh38	chr19	4852124,4852324	2.4143	ALFRED
mh19CP-007	MHDBM-49dbcc57	GRCh38	chr19	14310739,14310772,14310780	3.0813	ALFRED
mh19USC-19pB	MHDBM-76427274	GRCh38	chr19	16040864,16040894,16040899,16040921,16040929		10.1016/j.fsigen.2019.102213
mh19NH-23	MHDBM-dd72537b	GRCh38	chr19	22052723,22052774,22052817		10.1016/j.legalmed.2015.06.003
mh19KK-299	MHDBM-8cbeb11c	GRCh38	chr19	22546697,22546748,22546779,22546810,22546850	3.8989	ALFRED
mh19AT-47	MHDBM-8f439540	GRCh38	chr19	22546697,22546748,22546779	1.4537	ISFG2019:P597
mh19USC-19qA	MHDBM-f757e745	GRCh38	chr19	33273771,33273785,33273811,33273816		10.1016/j.fsigen.2019.102213
mh19KK-301	MHDBM-2069446a	GRCh38	chr19	50938487,50938502,50938526,50938550	1.8143	ALFRED
mh19KK-057	MHDBM-eb558c37	GRCh38	chr19	51654948,51655025,51655062	2.1923	ALFRED
mh19USC-19qB	MHDBM-7b40359b	GRCh38	chr19	53714387,53714389,53714413		10.1016/j.fsigen.2019.102213
mh20KK-035	MHDBM-92f3685a	GRCh38	chr20	2088698,2088728	2.0937	ALFRED
mh20LV-04	MHDBM-ee1a008b	GRCh38	chr20	5665884,5665895,5665899,5665903,5665905,5665906,5665910,5665911,5665915,5665939,5665944,5665948,5665953,5665958,5665975,5665978,5665982,5665989,5665993,5666004,5666005,5666006,5666011,5666031,5666033,5666037,5666041,5666047,5666048,5666054,5666057,5666074,5666101,5666108,5666109,5666120,5666125,5666134,5666137,5666138,5666141,5666143,5666155,5666166,5666178,5666195,5666220,5666225,5666233		10.1016/j.fsigen.2018.05.001
mh20USC-20pA	MHDBM-fa52795b	GRCh38	chr20	8829401,8829409,8829412,8829475		10.1016/j.fsigen.2019.102213
mh20KK-307	MHDBM-939f71a0	GRCh38	chr20	16532614,16532670,16532696,16532754	3.4621	ALFRED
mh20AT-40	MHDBM-3691d88c	GRCh38	chr20	16532614,16532670,16532696	3.4817	ISFG2019:P597
mh20USC-20pB	MHDBM-fa9bf81b	GRCh38	chr20	23104395,23104401,23104453		10.1016/j.fsigen.2019.102213
mh20NH-24	MHDBM-49e3d308	GRCh38	chr20	23565698,23565724,23565752		10.1016/j.legalmed.2015.06.003
mh20NH-25	MHDBM-97598f06	GRCh38	chr20	23566233,23566272,23566303		10.1016/j.legalmed.2015.06.003
mh20USC-20qA	MHDBM-2d438adf	GRCh38	chr20	39401688,39401696,39401709		10.1016/j.fsigen.2019.102213
mh20NH-26	MHDBM-d01dcc53	GRCh38	chr20	45330145,45330209,45330231	2.5493	10.1016/j.legalmed.2015.06.003
mh20KK-058	MHDBM-a5b17521	GRCh38	chr20	50227722,50227755,50227827	2.7288	ALFRED
mh20KK-059	MHDBM-214bcf7b	GRCh38	chr20	61128861,61128957	2.0523	ALFRED
mh20USC-20qB	MHDBM-3802c468	GRCh38	chr20	62516293,62516304,62516313,62516338		10.1016/j.fsigen.2019.102213
mh20KK-016	MHDBM-723361d8	GRCh38	chr20	63539944,63539991,63540067,63540153,63540202	2.3244	ALFRED
mh21USC-21qA	MHDBM-d0b1a9c2	GRCh38	chr21	14526884,14526901,14526930,14526953		10.1016/j.fsigen.2019.102213
mh21KK-315	MHDBM-e965ffea	GRCh38	chr21	20507773,20507878,20507918	3.9877	ALFRED
mh21AT-41	MHDBM-b7d5b650	GRCh38	chr21	20507878,20507918	2.9524	ISFG2019:P597
mh21KK-316	MHDBM-0c544728	GRCh38	chr21	26410648,26410672,26410719,26410782	3.0489	ALFRED
mh21USC-21qB	MHDBM-f61f047b	GRCh38	chr21	38923139,38923144,38923165		10.1016/j.fsigen.2019.102213
mh21PK-MX1s	MHDBM-c2dc67e9	GRCh38	chr21	41464744,41464757,41464801,41464823	2.0620	10.1016/j.fsigen.2018.05.008
mh21KK-320	MHDBM-c41fae2b	GRCh38	chr21	41642698,41642768,41642857,41642883	4.6969	ALFRED
mh21AT-43	MHDBM-6f6edd94	GRCh38	chr21	41642698,41642768	2.0381	ISFG2019:P597
mh21KK-313	MHDBM-922a888f	GRCh38	chr21	42522024,42522138,42522196	2.9205	ALFRED
mh21KK-324	MHDBM-eb207470	GRCh38	chr21	45294633,45294725,45294776,45294791	4.0487	ALFRED
mh21AT-44	MHDBM-6d9a901e	GRCh38	chr21	45294725,45294776	2.7184	ISFG2019:P597
mh22KK-303	MHDBM-75e3582d	GRCh38	chr22	19962711,19962739,19962744,19962805	2.1102	ALFRED
mh22KK-060	MHDBM-e1ccbf64	GRCh38	chr22	19963683,19963747	2.4644	ALFRED
mh22AT-45	MHDBM-7624d794	GRCh38	chr22	19963683,19963713,19963747	1.8115	ISFG2019:P597
mh22NH-27	MHDBM-491bb888	GRCh38	chr22	23075490,23075525,23075571		10.1016/j.legalmed.2015.06.003
mh22USC-22qA	MHDBM-5cea4aef	GRCh38	chr22	30404315,30404322,30404348,30404378		10.1016/j.fsigen.2019.102213
mh22KK-064	MHDBM-53d32baf	GRCh38	chr22	36265795,36265859,36265987,36265994	1.5434	ALFRED
mh22KK-069	MHDBM-99bbe257	GRCh38	chr22	41333211,41333289	1.9456	ALFRED
mh22KK-061	MHDBM-798d33f6	GRCh38	chr22	44367725,44367770,44367871	3.3193	ALFRED
mh22AT-46	MHDBM-e9b29778	GRCh38	chr22	44367725,44367770	2.9344	ISFG2019:P597
mh22PK-104638	MHDBM-eb63e78f	GRCh38	chr22	44857882,44857883,44857884,44857891,44857892,44857893,44857907,44857930,44857946,44857949,44857950,44857954	2.4179	10.1016/j.fsigen.2018.05.008
mh22USC-22qB	MHDBM-84c38e1d	GRCh38	chr22	48665163,48665174,48665181,48665203,48665215		10.1016/j.fsigen.2019.102213
mh0XUSC-XpA	MHDBM-a01902db	GRCh38	chrX	5459544,5459573,5459583		10.1016/j.fsigen.2019.102213
mh0XUSC-XpB	MHDBM-4de0816f	GRCh38	chrX	12199350,12199375,12199397		10.1016/j.fsigen.2019.102213
mh0XUSC-XpC	MHDBM-4c1069ee	GRCh38	chrX	22545206,22545208,22545232,22545253		10.1016/j.fsigen.2019.102213
mh0XUSC-XqA	MHDBM-e0f4370e	GRCh38	chrX	71145054,71145135		10.1016/j.fsigen.2019.102213
mh0XUSC-XqB	MHDBM-0eb4ebe1	GRCh38	chrX	79887503,79887505,79887511		10.1016/j.fsigen.2019.102213
mh0XUSC-XqC	MHDBM-7afc571c	GRCh38	chrX	86322184,86322186,86322256		10.1016/j.fsigen.2019.102213
mh0XUSC-XqD	MHDBM-d52d6e67	GRCh38	chrX	94276382,94276409,94276443		10.1016/j.fsigen.2019.102213
mh0XUSC-XqE	MHDBM-2a78923d	GRCh38	chrX	112447273,112447278		10.1016/j.fsigen.2019.102213
mh0XUSC-XqF	MHDBM-6ce44345	GRCh38	chrX	120209670,120209745		10.1016/j.fsigen.2019.102213
mh0XUSC-XqG	MHDBM-2422b08b	GRCh38	chrX	138369266,138369277,138369296		10.1016/j.fsigen.2019.102213
mh0XUSC-XqH	MHDBM-cba70b3c	GRCh38	chrX	146934523,146934534,146934544		10.1016/j.fsigen.2019.102213
