Variant	Marker
rs184451671	mh07SHY-001
rs184519930	mh08KKCS-137
rs184573741	mh16KKCS-049
rs184900040	mh02KKCS-136
rs185138175	mh02LV-08
rs185145	mh05KK-121
rs185146	mh05KK-121
rs185357044	mh13LV-10
rs185470596	mh04KKCS-010
rs185529862	mh04SHY-001
rs185812101	mh03LV-07
rs185872980	mh03LV-07
rs185993444	mh14SHY-002
rs186073087	mh02LV-05
rs186130261	mh13KKCS-213
rs186507293	mh01KKCS-213
rs186593486	mh09LV-02
rs186651742	mh20LV-04
rs186753019	mh01KKCS-212
rs186777109	mh03LV-06
rs186827683	mh03SHY-002
rs186966187	mh19SHY-002
rs187281545	mh02SHY-004
rs187450783	mh03LV-01
rs187496359	mh10SHY-001
rs187560006	mh01SHY-001
rs187597945	mh03LV-07
rs187659623	mh16SHY-002
rs187952050	mh16SHY-001
rs188060999	mh16KKCS-011
rs188386268	mh09SHY-002
rs188394888	mh13SHY-001
rs1884411	mh04KK-030
rs1884411	mh04KKCS-030
rs1884412	mh04KK-030
rs1884412	mh04KKCS-030
rs188624921	mh09LV-02
rs188692301	mh16SHY-003
rs1887063	mh14KK-068
rs1887064	mh14KK-068
rs1887284	mh01KK-172
rs1887284	mh01KKCS-172
rs188882774	mh10LV-03
rs1890901	mh13USC-13qB
rs189134433	mh09KKCS-010
rs189222341	mh07KKCS-009
rs189369410	mh06SHY-001
rs189465581	mh05SHY-001
rs189540812	mh03LV-07
rs1896565	mh03USC-3pB
rs189743360	mh09LV-02
rs189841224	mh03KKCS-047
rs190035804	mh08KKCS-131
rs190062220	mh02KKCS-134
rs1900758	mh15KK-069
rs190411391	mh08SHY-006
rs190488281	mh10SHY-002
rs1905100	mh08KK-039
rs1905100	mh08KKCS-039
rs190545099	mh02LV-08
rs190605685	mh13LV-10
rs190914918	mh16SHY-001
rs1909158	mh12USC-12pB
rs1909159	mh12USC-12pB
rs191040373	mh16SHY-003
rs191158185	mh08SHY-001
rs191237929	mh02KKCS-029
rs191308801	mh03SHY-004
rs191398969	mh18SHY-001
rs191416168	mh06SHY-002
rs191458431	mh05SHY-001
rs1914740	mh04ZHA-004
rs191548614	mh01SHY-001
rs191684739	mh06SHY-001
rs191895045	mh09LV-02
rs1919550	mh03KK-006
rs192089984	mh10LV-03
rs192120842	mh08SHY-005
rs192155820	mh07SHY-001
rs1927847	mh13KK-218
rs1927847	mh13KKCS-218
rs1927847	mh13SHY-003
rs193098	mh03ZHA-009
rs193263518	mh16KKCS-262
rs1932879	mh06USC-6qB
rs1943620	mh11KK-092
rs1945150	mh18AT-38
rs1945150	mh18KK-285
rs1950013	mh02LV-08
rs1953862	mh14KKCS-227
rs197766	mh03KKCS-017
rs197766	mh03SHY-003
rs1978820	mh02KKCS-013
rs1978821	mh02KKCS-013
rs1989493	mh07SHY-001
rs1991577	mh03USC-3pA
rs199559351	mh16SHY-001
rs199565833	mh01KKCS-001
rs199671779	mh05KKCS-170
rs199906322	mh03LV-01
rs199997091	mh02ZBF-002
rs2000304	mh13SHY-001
rs2002453	mh11KK-103
rs200449823	mh09SHY-003
rs200792837	mh10USC-10qC
rs201075024	mh16KK-053
rs2011946	mh02KK-215
rs2012213	mh02ZBF-002
rs2012214	mh02ZBF-002
rs201266999	mh19ZHA-006
rs201591576	mh08ZHA-009
rs2023853	mh11NH-19
rs2023854	mh11NH-19
rs2023855	mh11NH-19
rs2032350	mh04KK-016
rs2045045	mh11CP-003
rs2045046	mh11CP-003
rs2047390	mh03USC-3qA
rs2056941	mh06KK-080
rs2056942	mh06KK-080
rs2066700	mh13KK-047
rs2070638	mh20NH-26
rs2070639	mh20NH-26
rs2070640	mh20NH-26
rs2072053	mh03KK-216
rs2072377	mh12USC-12pA
rs2072378	mh12USC-12pA
rs2073541	mh07NH-12
rs2073542	mh07NH-12
rs2073543	mh07NH-12
rs2073578	mh09AT-17
rs2073578	mh09KK-157
rs2073578	mh09KKCS-157
rs2073916	mh22ZBF-001
rs2074310	mh11NH-17
rs2074311	mh11NH-17
rs2074312	mh11NH-17
rs2075654	mh11KK-103
rs2076611	mh01NH-02
rs2076612	mh01NH-02
rs2094453	mh09SHY-002
rs2105950	mh0XUSC-XqH
rs2111058	mh12USC-12qB
rs2122136	mh04KK-019
rs2133298	mh12KK-045
rs2135869	mh18ZHA-004
rs2138119	mh17USC-17qC
rs2149859	mh13USC-13qA
rs2152727	mh13AT-26
rs2152727	mh13KKCS-213
rs2155454	mh11USC-11qA
rs2157571	mh0XUSC-XqH
rs2157572	mh0XUSC-XqH
rs2158900	mh07USC-7pB
rs2162683	mh03KKCS-017
rs2162683	mh03SHY-003
rs2165332	mh01KK-210
rs2169812	mh02KK-102
rs2170607	mh02KK-005
rs2173910	mh12KKCS-209
rs2180052	mh06KK-101
rs2182165	mh10SHY-002
rs220365	mh10CP-003
rs2204900	mh02SHY-003
rs2204901	mh02SHY-003
rs2204902	mh02SHY-003
rs220806	mh06KKCS-104
rs220807	mh06KKCS-104
rs2208284	mh20NH-25
rs2211434	mh01USC-1pC
rs2215237	mh17CP-006
rs2233362	mh17AT-35
rs2233362	mh17KK-054
rs2234232	mh05KK-079
rs2234233	mh05KK-078
rs2234234	mh05KK-078
rs2235845	mh22KK-069
rs2235919	mh01NH-02
rs2237070	mh05NH-10
rs2237071	mh05NH-10
rs2237072	mh05NH-10
rs2239020	mh12NH-20
rs2239021	mh12NH-20
rs2239022	mh12NH-20
rs2239023	mh12NH-20
rs2248388	mh13KKCS-222
rs2248391	mh13KKCS-222
rs2248394	mh13KKCS-222
rs2250341	mh21KKCS-318
rs2250840	mh10KK-170
rs2250840	mh10KKCS-170
rs2250841	mh10KK-170
rs2250841	mh10KKCS-170
rs2255633	mh05NH-09
rs2255634	mh05NH-09
rs2255637	mh05NH-09
rs2256539	mh06KKCS-090
rs2256543	mh06KKCS-090
rs2256553	mh21USC-21qB
rs2264611	mh08CP-009
rs2264612	mh08CP-009
rs2270288	mh16CP-001
rs2270289	mh16CP-001
rs2271057	mh19KK-056
rs2271610	mh17USC-17qC
rs2271611	mh17USC-17qC
rs2271612	mh17USC-17qC
rs2275622	mh10KK-085
rs2275834	mh01KKCS-001
rs2277214	mh10NH-14
rs2277215	mh10NH-14
rs2277216	mh10NH-14
rs2278007	mh05KK-120
rs2278324	mh05KK-020
rs2278324	mh05KK-023
rs2278324	mh05KKCS-020
rs2278325	mh05KK-020
rs2278325	mh05KK-023
rs2278325	mh05KKCS-020
rs2278489	mh16ZBF-001
rs2278490	mh16ZBF-001
rs2280355	mh02KK-105
rs2280356	mh02KK-105
rs2281629	mh14NH-21
rs2281630	mh14NH-21
rs2281631	mh14NH-21
rs2282161	mh09NH-13
rs2282162	mh09NH-13
rs2283869	mh22USC-22qA
rs2283870	mh22USC-22qA
rs2284945	mh10NH-15
rs2284946	mh10NH-15
rs2284947	mh10NH-15
rs2288159	mh11KK-039
rs2293140	mh03NH-07
rs2293141	mh03NH-07
rs2293142	mh03NH-07
rs2294498	mh06NH-11
rs2294499	mh06NH-11
rs2294500	mh06NH-11
rs2295561	mh20NH-24
rs2295562	mh20NH-24
rs2295563	mh20NH-24
rs2295565	mh20NH-25
rs2295566	mh20NH-25
rs2296796	mh01AT-04
rs2296796	mh01NH-04
rs2296796	mh01NK-001
rs2296796	mh01NKCS-001
rs2296797	mh01AT-04
rs2296797	mh01NH-04
rs2296797	mh01NK-001
rs2296797	mh01NKCS-001
rs2296798	mh01AT-04
rs2296798	mh01NH-04
rs2296798	mh01NK-001
rs2296798	mh01NKCS-001
rs2299752	mh21KKCS-318
rs2299753	mh21KKCS-318
rs2303321	mh02NH-05
rs2303322	mh02NH-05
rs2303323	mh02NH-05
rs2303324	mh02NH-05
rs2303377	mh11KK-038
rs2303378	mh11KK-038
rs2307656	mh05ZBF-001
rs2311483	mh01NH-01
rs2327603	mh20SHY-002
rs2327604	mh20SHY-002
rs2327605	mh20SHY-002
rs2330188	mh22ZBF-001
rs2330189	mh22ZBF-001
rs2330425	mh07KK-030
rs233440	mh11KKCS-181
rs2341465	mh01AT-03
rs2341465	mh01KK-211
rs2361019	mh19KK-299
rs2361019	mh19KKCS-299
rs236376	mh06SHY-004
rs2378217	mh02KK-102
rs2380580	mh08SHY-005
rs2380581	mh08SHY-005
rs2380582	mh08SHY-005
rs2391263	mh13KKCS-222
rs2396784	mh07USC-7qB
rs2403552	mh11KKCS-183
rs2410066	mh21USC-21qB
rs241027	mh17KK-076
rs2411333	mh19KKCS-300
rs2415522	mh14SHY-001
rs2420207	mh18USC-18qA
rs2420208	mh18USC-18qA
rs2420395	mh11PK-63643
rs2420395	mh11USC-11pB
rs2420396	mh11PK-63643
rs2420396	mh11USC-11pB
rs2420397	mh11PK-63643
rs2433354	mh15KK-095
rs2439742	mh07PK-38311
rs2457087	mh05ZHA-004
rs2459391	mh15KK-095
rs2463889	mh07PK-38311
rs2463890	mh07PK-38311
rs2464765	mh16PK-83362
rs2476747	mh13KKCS-222
rs2479135	mh01NK-001
rs2479135	mh01NKCS-001
rs2490423	mh01KK-211
rs2494175	mh01ZHA-012
rs2496317	mh01ZBF-001
rs2499936	mh11AT-21
rs2499936	mh11KK-036
rs2515641	mh10KK-088
rs2516625	mh10CP-006
rs2516626	mh10CP-006
rs2519993	mh09USC-9qC
rs2519994	mh09USC-9qC
rs2520361	mh07KKCS-009
rs2523972	mh06KKCS-090
rs2528755	mh13USC-13qD
rs2560950	mh19ZHA-009
rs256256	mh05USC-5qC
rs256257	mh05USC-5qC
rs2584457	mh04KK-015
rs2584461	mh04KK-017
rs2588633	mh07KKCS-009
rs2595202	mh02KK-138
rs2595202	mh02KKCS-138
rs2595203	mh02KK-138
rs2595203	mh02KKCS-138
rs2597374	mh08SHY-007
rs2600246	mh03LV-06
rs260410	mh05KKCS-169
rs2604200	mh11SHY-001
rs260694	mh02KK-003
rs2618382	mh03LV-06
rs2618383	mh03LV-06
rs2626343	mh08USC-8qB
rs262990	mh03ZBF-002
rs2637884	mh01SHY-001
rs2642174	mh04USC-4qA
rs2644662	mh05ZHA-004
rs2660815	mh18SHY-002
rs2662178	mh05ZHA-004
rs2673581	mh08SHY-007
rs2673582	mh08SHY-007
rs267526	mh03KKCS-017
rs267526	mh03SHY-003
rs267527	mh03KKCS-017
rs267527	mh03SHY-003
rs2707209	mh12KK-092
rs2721247	mh08USC-8qB
rs2727925	mh03SHY-001
rs2741640	mh20ZBF-001
rs2747091	mh14SHY-003
rs2760993	mh06SHY-003
rs2764588	mh13KKCS-217
rs2765614	mh13AT-27
rs2765614	mh13KK-217
rs2765614	mh13KKCS-217
rs2768733	mh10SHY-001
rs2772234	mh01KK-117
rs2772234	mh01KKCS-117
rs2783238	mh14SHY-003
rs2789822	mh09USC-9qC
rs2799638	mh06USC-6qB
rs2802495	mh13SHY-002
rs2802496	mh13SHY-002
rs28060	mh05ZHA-002
rs2810498	mh09USC-9qC
rs28117	mh05KK-123
rs2815662	mh10KKCS-167
rs2815663	mh10KKCS-167
rs2821143	mh09SHY-003
rs2822743	mh21USC-21qA
rs2822744	mh21USC-21qA
rs2822745	mh21USC-21qA
rs282290	mh05KKCS-178
rs282291	mh05KKCS-178
rs2830208	mh21KK-316
rs2830208	mh21KKCS-316
rs283413	mh04KK-028
rs28360051	mh06SHY-002
rs28362333	mh06PK-25713
rs28365094	mh07KK-081
rs2838038	mh21PK-MX1s
rs2838081	mh21AT-43
rs2838081	mh21KK-320
rs2838081	mh21KKCS-320
rs2838082	mh21AT-43
rs2838082	mh21KK-320
rs2838082	mh21KKCS-320
rs2838083	mh21KK-320
rs2838083	mh21KKCS-320
rs28382976	mh02ZBF-001
rs28382977	mh02ZBF-001
rs2838868	mh21AT-44
rs2838868	mh21KK-324
rs2838868	mh21KKCS-324
rs28397272	mh06PK-25713
rs28397273	mh06PK-25713
rs28397274	mh06PK-25713
rs28397275	mh06PK-25713
rs28397824	mh05USC-5qD
rs28401174	mh07KKCS-009
rs28404128	mh02KKCS-015
rs2846439	mh09SHY-003
rs2846440	mh09SHY-003
rs28465160	mh07KKCS-009
rs2846695	mh11SHY-001
rs28472295	mh09SHY-001
rs28485311	mh16KK-062
rs28503604	mh16KK-062
rs28503881	mh01USC-1pA
rs2851017	mh04KK-016
rs28529526	mh14KK-101
rs2857234	mh12KK-092
rs2860462	mh19KK-299
rs2860462	mh19KKCS-299
rs28609330	mh09LV-02
rs28612163	mh18PK-87558
rs28628574	mh15CP-004
rs28631755	mh11KK-180
rs28631755	mh11KKCS-180
rs28636374	mh07KKCS-009
rs2866602	mh15USC-15qC
rs2866603	mh15USC-15qC
rs2866604	mh15USC-15qC
rs28669967	mh09ZBF-001
rs28689700	mh01USC-1pA
rs28695806	mh18PK-87558
rs2870160	mh18ZHA-004
rs28712504	mh07KKCS-009
rs28745279	mh02ZBF-001
rs2876290	mh20SHY-002
rs2877079	mh22ZBF-001
rs28777	mh05KK-122
rs28864389	mh15PK-75170
rs2892698	mh13KK-226
rs28944193	mh17USC-17qA
rs28944195	mh17USC-17qA
rs28944196	mh17USC-17qA
rs2896591	mh11KKCS-183
rs28971537	mh20USC-20qB
rs2898295	mh08KK-032
rs2902749	mh19SHY-002
rs2907091	mh05USC-5pA
rs2913655	mh05SHY-002
rs2914455	mh16ZHA-006
rs2934896	mh17KKCS-272
rs2934897	mh17AT-36
rs2934897	mh17KK-272
rs2934897	mh17KKCS-272
rs2960102	mh08ZBF-002
rs2966051	mh16ZHA-006
rs2971679	mh07ZHA-004
rs2973486	mh05USC-5pA
rs2980189	mh04CP-003
rs2987741	mh09KK-153
rs2987741	mh09KKCS-153
rs3001008	mh06USC-6pB
rs3019797	mh11USC-11qC
rs303846	mh03LV-06
rs303847	mh03LV-06
rs3092307	mh20ZBF-001
rs3094188	mh06SHY-002
rs3101043	mh02AT-05
rs3101043	mh02KK-134
rs3101043	mh02KKCS-134
rs310469	mh19SHY-002
rs310650	mh20KK-016
rs310651	mh20KK-016
rs310652	mh20KK-016
rs310653	mh20KK-016
rs3109096	mh16PK-83362
rs3111398	mh02AT-05
rs3111398	mh02KK-134
rs3111398	mh02KKCS-134
rs3118582	mh09KK-035
rs3120715	mh01ZBF-002
rs3128342	mh01KK-172
rs3128342	mh01KKCS-172
rs3130184	mh06LV-09
rs3130185	mh06LV-09
rs3130593	mh06LV-09
rs3130594	mh06LV-09
rs3131061	mh06SHY-001
rs3131062	mh06SHY-001
rs3131063	mh06SHY-001
rs3135123	mh04AT-10
rs3135123	mh04KK-010
rs3135123	mh04KKCS-010
rs313935	mh04SHY-001
rs318453	mh06KK-025
rs3202637	mh06KKCS-090
rs333113	mh17KK-014
rs338564	mh01NH-03
rs338565	mh01NH-03
rs33899	mh05ZHA-002
rs33900	mh05ZHA-002
rs33911727	mh04ZBF-001
rs33919175	mh08SHY-001
rs33951431	mh09ZBF-001
rs34017818	mh04CP-002
rs34090207	mh15CP-001
rs341065	mh11KK-037
rs34144808	mh16SHY-003
rs341730	mh08ZHA-003
rs34190726	mh19CP-007
rs34228296	mh16SHY-002
rs34303279	mh07CP-004
rs34306395	mh15CP-004
rs34338963	mh19KKCS-300
rs34346762	mh13USC-13qC
rs344201	mh08USC-8qA
rs344202	mh08USC-8qA
rs34476527	mh06SHY-005
rs34521178	mh04USC-4qD
rs34533431	mh14PK-72639
rs34544149	mh02KKCS-013
rs34641114	mh20USC-20qA
rs34703630	mh03KKCS-047
rs34715816	mh01USC-1qB
rs34771585	mh16ZHA-004
rs34787802	mh02LV-08
rs34821009	mh08USC-8pB
rs34901968	mh06PK-24844
rs34981173	mh16SHY-003
rs35052638	mh08KKCS-137
rs35138278	mh05KKCS-178
rs35174510	mh10SHY-003
rs35181686	mh02USC-2qA
rs35198802	mh06PK-24844
rs35338947	mh08SHY-004
rs35398	mh05KK-120
rs35398	mh05KK-121
rs35414	mh05KK-124
rs35414072	mh02KKCS-013
rs35487831	mh03LV-07
rs35489138	mh01ZBF-001
rs35517566	mh09LV-02
rs35590538	mh03KKCS-017
rs35619595	mh04CP-002
rs35656601	mh05USC-5pB
rs35657068	mh19USC-19pB
rs35728001	mh11CP-004
rs35775034	mh03USC-3qB
rs35864260	mh15USC-15qB
rs35936958	mh15USC-15qB
rs35974596	mh11ZBF-001
rs36004481	mh14PK-72639
rs36040276	mh17CP-001
rs36050623	mh06USC-6qD
rs36112205	mh03LV-07
rs36190610	mh20USC-20qB
rs367833150	mh03KKCS-016
rs368083082	mh03LV-07
rs368167114	mh02LV-05
rs368210226	mh09LV-02
rs368735687	mh02SHY-002
rs368821654	mh13LV-10
rs369221	mh02USC-2pC
rs369577479	mh15CP-001
rs370036702	mh21KKCS-318
rs370194397	mh21KKCS-320
rs370406708	mh09KKCS-157
rs370449161	mh09LV-02
rs370497100	mh10KKCS-167
rs370545855	mh09LV-02
rs370583180	mh16SHY-003
rs370672	mh05AT-13
rs370672	mh05KK-170
rs370672	mh05KKCS-170
rs370933133	mh09LV-02
rs371715279	mh09LV-02
rs371806948	mh15SHY-003
rs372212221	mh11KKCS-181
rs372620871	mh02KKCS-029
rs372657560	mh03LV-06
rs373008264	mh21KKCS-318
rs373014616	mh06SHY-001
rs373126117	mh09LV-02
rs3731611	mh02KK-004
rs3731612	mh02KK-004
rs3732783	mh03KK-009
rs373482346	mh05SHY-001
rs373542088	mh06SHY-005
rs373744354	mh10LV-03
rs373930868	mh03LV-07
rs373990226	mh03LV-07
rs374117083	mh04CP-005
rs3742893	mh14NH-22
rs374513743	mh02SHY-002
rs375184065	mh06SHY-001
rs375235722	mh03KKCS-016
rs3752962	mh17CP-002
rs3752963	mh17CP-002
rs375413102	mh07KKCS-009
rs375589830	mh03LV-07
rs3756464	mh05KK-124
rs375807743	mh06KKCS-104
rs3758860	mh11USC-11qB
rs3758861	mh11USC-11qB
rs3760370	mh17KK-053
rs3760371	mh17KK-053
rs376039413	mh16PK-83483
rs376075344	mh03LV-06
rs376215895	mh01SHY-001
rs3762896	mh04KK-028
rs376290537	mh09LV-02
rs376407444	mh01KKCS-001
rs376614501	mh06PK-24844
rs3766175	mh01KKCS-172
rs3766176	mh01KK-172
rs3766176	mh01KKCS-172
rs3766785	mh01USC-1pB
rs376745306	mh04KKCS-010
rs3769642	mh02NH-06
rs3769643	mh02NH-06
rs3769644	mh02NH-06
rs377302835	mh03LV-07
rs377520498	mh16KKCS-302
rs377563634	mh14SHY-003
rs3775866	mh04AT-12
rs3775866	mh04KK-013
rs3775866	mh04KKCS-013
rs3775867	mh04AT-12
rs3775867	mh04KK-013
rs3775867	mh04KKCS-013
rs377732696	mh11PK-63643
rs378154	mh15SHY-003
rs378367	mh07ZHA-003
rs3788339	mh22NH-27
rs3788340	mh22NH-27
rs3788341	mh22NH-27
rs3791372	mh02KKCS-015
rs3791373	mh02KKCS-015
rs3791374	mh02KKCS-015
rs3791375	mh02KKCS-015
rs3794040	mh11NH-18
rs3794041	mh11NH-18
rs3794042	mh11NH-18
rs3808323	mh07ZHA-004
rs3809054	mh11ZHA-006a
rs3809055	mh11ZHA-006a
rs3809056	mh11ZHA-006a
rs3809057	mh11ZHA-006a
rs3814588	mh10AT-19
rs3814588	mh10KK-163
rs3814589	mh10AT-19
rs3814589	mh10KK-163
rs3814590	mh10KK-163
rs3816371	mh02USC-2pC
rs3817446	mh12KK-045
rs3818042	mh01NH-01
rs3818705	mh09NH-13
rs3822280	mh04SHY-001
rs3822281	mh04SHY-001
rs3822282	mh04SHY-001
rs3824168	mh08ZBF-001
rs3824169	mh08ZBF-001
rs3824170	mh08ZBF-001
rs3825481	mh13KK-223
rs3825481	mh13KKCS-223
rs3825482	mh13KKCS-223
rs3825483	mh13AT-30
rs3825483	mh13KK-223
rs3825483	mh13KKCS-223
rs3827760	mh02KK-139
rs3828541	mh04USC-4qB
rs3829911	mh10KKCS-162
rs3829912	mh10KKCS-162
rs3829913	mh10KKCS-162
rs3830564	mh03ZBF-002
rs3836269	mh03ZBF-001
rs3852525	mh11KKCS-181
rs385742	mh02USC-2pC
rs387315	mh19NH-23
rs3892875	mh18ZHA-005
rs390112	mh16KKCS-011
rs3903095	mh12KKCS-046
rs390379	mh16KKCS-011
rs3925783	mh05SHY-001
rs3934954	mh16KKCS-255
rs3934955	mh16KK-255
rs3934955	mh16KKCS-255
rs3934956	mh16AT-34
rs3934956	mh16KK-255
rs3934956	mh16KKCS-255
rs3934957	mh16AT-34
rs3934957	mh16KKCS-255
rs395447	mh11KK-037
rs395678	mh15SHY-003
rs396638	mh06LV-09
rs3967027	mh03LV-07
rs3971401	mh03KKCS-018
rs3971402	mh03KKCS-018
rs3971538	mh18ZHA-004
rs400452	mh05USC-5qA
rs404569	mh07ZHA-003
rs4054499	mh03LV-07
rs4073828	mh16KK-255
rs4073828	mh16KKCS-255
rs4074461	mh17KK-077
rs4074462	mh17KK-077
rs4076758	mh20USC-20qB
rs408312	mh19NH-23
rs409950	mh09KKCS-145
rs412735	mh06LV-09
rs41293961	mh10ZBF-001
rs41303343	mh07KK-081
rs4131415	mh17ZHA-001
rs4142082	mh06CP-007
rs41461	mh05AT-14
rs41461	mh05KK-022
rs41462	mh05AT-14
rs41462	mh05KK-022
rs4146589	mh13KKCS-215
rs41469	mh05KK-079
rs421215	mh05USC-5qA
rs4219	mh15AT-32
rs4219	mh15KK-066
rs4219	mh15KKCS-066
rs422842	mh16KKCS-011
rs423926	mh19NH-23
rs4260117	mh17ZHA-001
rs4264928	mh05USC-5qB
rs426580	mh16KKCS-011
rs4270334	mh02KKCS-014
rs4282648	mh09AT-16
rs4282648	mh09KK-152
rs4305618	mh05SHY-002
rs4308467	mh05USC-5qB
rs4321359	mh02KKCS-014
rs4323203	mh05SHY-002
rs4323204	mh05SHY-002
rs4332915	mh02KKCS-014
rs433709	mh07ZHA-003
rs4344286	mh01USC-1qB
rs4350582	mh16PK-83362
rs4350906	mh03LV-07
rs4350907	mh03LV-07
rs435549	mh06LV-09
rs4357820	mh13USC-13qB
rs436910	mh05KKCS-170
rs4374436	mh20USC-20pA
rs438055	mh05KK-170
rs438055	mh05KKCS-170
rs441199	mh16KKCS-011
rs4414837	mh03LV-07
rs4431439	mh06KK-026
rs4435517	mh20USC-20qA
rs4450974	mh04USC-4qD
rs4459888	mh03LV-07
rs4463155	mh05SHY-002
rs4465632	mh17KKCS-013
rs4468133	mh01KK-106
rs4472717	mh01USC-1pC
rs4474941	mh20USC-20qA
rs4483078	mh07USC-7qB
rs4489045	mh05USC-5qB
rs449635	mh06LV-09
rs4502569	mh03LV-07
rs4507419	mh04SHY-004
rs4512600	mh01USC-1qB
rs4513489	mh03AT-08
rs4513489	mh03KK-007
rs4525598	mh18USC-18qC
rs4528199	mh01KK-002
rs4533811	mh04USC-4qD
rs4541573	mh04SHY-004
rs4556892	mh18USC-18qC
rs45594139	mh10KKCS-167
rs4559917	mh16KK-061
rs456298	mh21PK-MX1s
rs4565296	mh06KK-026
rs4571720	mh08SHY-003
rs4580373	mh02KKCS-014
rs4583533	mh20SHY-002
rs4597697	mh03LV-07
rs462574	mh21PK-MX1s
rs4633	mh22KK-303
rs4645423	mh06USC-6pB
rs4648344	mh01KK-001
rs4648344	mh01KKCS-001
rs4648345	mh01KKCS-001
rs4648788	mh01USC-1pA
rs4668522	mh02CP-004
rs4668958	mh02ZHA-001
rs4669133	mh02CP-004
rs4676417	mh02USC-2qE
rs4676418	mh02USC-2qE
rs4680	mh22AT-45
rs4680	mh22KK-060
rs4683510	mh03KK-020
rs4684257	mh03CP-005
rs4689729	mh04CP-004
rs4697751	mh04CP-007
rs4698039	mh04CP-007
rs4698040	mh04CP-007
rs4699748	mh04KK-017
rs4700820	mh05USC-5qD
rs4711470	mh06SHY-004
rs4713276	mh06KKCS-090
rs4717391	mh07SHY-002
rs4717392	mh07SHY-002
rs4718586	mh07SHY-002
rs4718587	mh07SHY-002
rs4719476	mh07CP-004
rs4719477	mh07CP-004
rs4724041	mh07ZHA-003
rs4736894	mh08SHY-003
rs4741748	mh09ZBF-001
rs4741822	mh09KKCS-161
rs4741823	mh09KK-161
rs4741823	mh09KKCS-161
rs4749046	mh10USC-10pB
rs4752777	mh11AT-20
rs4752777	mh11KK-180
rs4752777	mh11KKCS-180
rs4752778	mh11AT-20
rs4752778	mh11KKCS-180
rs4757879	mh11KKCS-183
rs4781308	mh16ZHA-004
rs4781311	mh16ZHA-004
rs4788433	mh16SHY-001
rs4789870	mh17KKCS-012
rs4792125	mh17CP-001
rs4811008	mh20KKCS-058
rs4811009	mh20KKCS-058
rs4813768	mh20LV-04
rs4817235	mh21USC-21qA
rs4818	mh22AT-45
rs4818	mh22KK-060
rs4819514	mh22ZHA-003
rs4819661	mh22KKCS-328
rs4819804	mh22ZHA-003
rs4820845	mh22USC-22qA
rs4820846	mh22USC-22qA
rs4831247	mh08ZHA-011
rs4831248	mh08ZHA-011
rs4834311	mh04SHY-002
rs4844633	mh01ZHA-011
rs4844968	mh01ZHA-012
rs4846051	mh01KK-070
rs4858685	mh03ZHA-001
rs4858686	mh03ZHA-001
rs4875588	mh08SHY-001
rs4875589	mh08SHY-001
rs4875590	mh08SHY-001
rs4875646	mh08ZHA-009
rs4875647	mh08ZHA-009
rs4881098	mh10KKCS-162
rs4884651	mh13KK-225
rs4884651	mh13KKCS-225
rs4884652	mh13KKCS-225
rs4898711	mh14USC-14qB
rs4902946	mh14ZHA-003
rs4902947	mh14ZHA-003
rs4913472	mh12CP-007
rs4916615	mh04KK-030
rs4916615	mh04KKCS-030
rs4925399	mh22KKCS-340
rs4925399	mh22USC-22qB
rs4925400	mh22KKCS-340
rs4925400	mh22USC-22qB
rs4925401	mh22KKCS-340
rs4925431	mh22KKCS-340
rs4925431	mh22USC-22qB
rs4925432	mh22KKCS-340
rs4925432	mh22USC-22qB
rs4927251	mh01CP-016
rs4931233	mh12AT-24
rs4931233	mh12KK-202
rs4931233	mh12KKCS-202
rs4931234	mh12AT-24
rs4931234	mh12KK-202
rs4931234	mh12KKCS-202
rs4932769	mh19AT-47
rs4932769	mh19KK-299
rs4932769	mh19KKCS-299
rs4932999	mh19AT-47
rs4932999	mh19KK-299
rs4932999	mh19KKCS-299
rs493442	mh11KK-187
rs4937392	mh11SHY-001
rs4938013	mh11AT-23
rs4938013	mh11KK-040
rs4953292	mh02KK-138
rs4953292	mh02KKCS-138
rs495367	mh04AT-10
rs495367	mh04KK-010
rs495367	mh04KKCS-010
rs4954545	mh02USC-2qB
rs4960100	mh06CP-003
rs4960101	mh06CP-003
rs4965040	mh15USC-15qD
rs4969266	mh17KKCS-278
rs4972562	mh02LV-05
rs4995288	mh17USC-17pA
rs4995289	mh17USC-17pA
rs5007156	mh15USC-15qD
rs5012151	mh12KKCS-209
rs5012152	mh12KKCS-209
rs506120	mh15CP-004
rs513485	mh06USC-6qB
rs525735	mh05KK-020
rs525735	mh05KKCS-020
rs526567	mh08SHY-006
rs527412501	mh10SHY-002
rs527615668	mh09SHY-003
rs527761918	mh08SHY-004
rs527884395	mh20LV-04
rs527887693	mh09SHY-004
rs527908364	mh16SHY-002
rs527922854	mh04SHY-004
rs527950561	mh08SHY-006
rs528045590	mh09SHY-002
rs528057415	mh20LV-04
rs528179479	mh16PK-83544
rs528421818	mh02SHY-001
rs528517127	mh08SHY-003
rs528783308	mh10SHY-001
rs528885505	mh20LV-04
rs528912185	mh17KK-076
rs529092405	mh14SHY-001
rs529202223	mh09LV-02
rs529712930	mh16SHY-003
rs529826808	mh02LV-08
rs529836883	mh15SHY-004
rs529841576	mh02LV-05
rs529890867	mh02LV-08
rs530245878	mh11SHY-001
rs530640980	mh09LV-02
rs530734058	mh02SHY-001
rs531277187	mh12SHY-001
rs531406067	mh09SHY-003
rs531720889	mh15PK-75170
rs531930481	mh10SHY-003
