Marker	RSID	Chrom	GRCh37	GRCh38
mh17KK-013	rs116177500	17	77276517	79280435
mh17KK-013	.	17	77276472	.
mh17KK-272	rs2934897	17	52942428	54865067
mh17KK-272	rs7207239	17	52942456	54865095
mh17KK-272	rs16955257	17	52942491	54865130
mh17KK-272	rs7212184	17	52942558	54865197
mh17KK-272	rs2934896	17	52942421	54865060
mh17KK-272	rs111774039	17	52942414	54865053
mh17KK-272	rs7207213	17	52942417	54865056
mh17KK-272	rs79327757	17	52942354	54864993
mh17KK-272	rs78871226	17	52942476	54865115
mh17KK-272	.	17	52942335	.
mh17KK-272	.	17	52942594	.
mh17KK-278	rs11150747	17	78761607	80787807
mh17KK-278	rs7225755	17	78761708	80787908
mh17KK-278	rs72852775	17	78761726	80787926
mh17KK-278	rs7224758	17	78761732	80787932
mh17KK-278	rs4969266	17	78761546	80787746
mh18KK-293	rs621320	18	76089886	78329886
mh18KK-293	rs621340	18	76089907	78329907
mh18KK-293	rs678179	18	76089945	78329945
mh18KK-293	rs621766	18	76089968	78329968
mh18KK-293	rs80207925	18	76089844	78329844
mh18KK-293	.	18	76089732	.
mh18KK-293	.	18	76089885	.
mh19KK-299	rs12985452	19	22729500	22546698
mh19KK-299	rs4932999	19	22729551	22546749
mh19KK-299	rs4932769	19	22729582	22546780
mh19KK-299	rs2361019	19	22729613	22546811
mh19KK-299	rs2860462	19	22729653	22546851
mh19KK-299	rs139451798	19	22729632	22546830
mh19KK-299	.	19	22729505	.
mh19KK-300	rs2411333	19	51451043	50947787
mh19KK-300	rs10415306	19	51451046	50947790
mh19KK-300	rs34338963	19	51451087	50947831
mh19KK-300	rs10415743	19	51451224	50947968
mh19KK-300	rs150844118	19	51451133	50947877
mh19KK-300	rs139954003	19	51451134	50947878
mh19KK-300	.	19	51451047	.
mh20KK-058	rs6122890	20	48844260	50227723
mh20KK-058	rs6095836	20	48844293	50227756
mh20KK-058	rs6012881	20	48844365	50227828
mh20KK-058	rs6020381	20	48844348	50227811
mh20KK-058	rs4811008	20	48844389	50227852
mh20KK-058	rs4811009	20	48844402	50227865
mh20KK-058	rs73121345	20	48844506	50227969
mh20KK-306	rs11697918	20	895325	914682
mh20KK-306	rs533194	20	895418	914775
mh20KK-306	rs6086446	20	895423	914780
mh20KK-306	rs1014897	20	895457	914814
mh20KK-306	rs1014898	20	895531	914888
mh20KK-307	rs6044080	20	16513260	16532615
mh20KK-307	rs6044081	20	16513342	16532697
mh20KK-307	rs16997830	20	16513400	16532755
mh20KK-307	rs17674942	20	16513316	16532671
mh20KK-307	rs112240396	20	16513422	16532777
mh20KK-307	rs116146231	20	16513349	16532704
mh20KK-307	rs182552564	20	16513215	16532570
mh20KK-307	.	20	16513236	.
mh21KK-313	rs6586324	21	43942135	42522025
mh21KK-313	rs6586325	21	43942249	42522139
mh21KK-313	rs6586326	21	43942307	42522197
mh21KK-313	.	21	43942151	.
mh21KK-313	.	21	43942205	.
mh21KK-315	rs8126597	21	21880086	20507774
mh21KK-315	rs6517970	21	21880158	20507846
mh21KK-315	rs8131148	21	21880191	20507879
mh21KK-315	rs6517971	21	21880231	20507919
mh21KK-315	rs76016088	21	21880100	20507788
mh21KK-316	rs961302	21	27782968	26410649
mh21KK-316	rs17002090	21	27782992	26410673
mh21KK-316	rs961301	21	27783039	26410720
mh21KK-316	rs2830208	21	27783102	26410783
mh21KK-316	rs73361625	21	27783184	26410865
mh21KK-316	.	21	27783222	.
mh21KK-318	rs2250341	21	41260194	39888269
mh21KK-318	rs2299752	21	41260234	39888309
mh21KK-318	rs17753847	21	41260260	39888335
mh21KK-318	rs2299753	21	41260363	39888438
mh21KK-318	rs73904461	21	41260235	39888310
mh21KK-318	rs373008264	21	41260341	39888416
mh21KK-318	rs370036702	21	41260129	39888204
mh21KK-318	rs149759443	21	41260227	39888302
mh21KK-318	.	21	41260229	.
mh21KK-320	rs2838081	21	43062859	41642699
mh21KK-320	rs2838082	21	43062929	41642769
mh21KK-320	rs78902658	21	43063018	41642858
mh21KK-320	rs2838083	21	43063044	41642884
mh21KK-320	rs75885188	21	43063129	41642969
mh21KK-320	rs114395414	21	43063056	41642896
mh21KK-320	rs370194397	21	43063086	41642926
mh21KK-324	rs6518223	21	46714549	45294634
mh21KK-324	rs2838868	21	46714641	45294726
mh21KK-324	rs7279250	21	46714692	45294777
mh21KK-324	rs8133697	21	46714707	45294792
mh21KK-324	rs7282557	21	46714586	45294671
mh21KK-324	rs80278660	21	46714714	45294799
mh22KK-061	rs763040	22	44763606	44367726
mh22KK-061	rs5764924	22	44763651	44367771
mh22KK-061	rs763041	22	44763752	44367872
mh22KK-061	rs139200695	22	44763550	44367670
mh22KK-061	.	22	44763631	.
mh22KK-061	.	22	44763707	.
mh22KK-061	.	22	44763751	.
mh22KK-328	rs1076115	22	18518651	18035885
mh22KK-328	rs5746505	22	18518759	18035993
mh22KK-328	rs13057610	22	18518783	18036017
mh22KK-328	rs4819661	22	18518829	18036063
mh22KK-328	.	22	18518894	.
mh22KK-340	rs4925431	22	49060976	48665164
mh22KK-340	rs4925399	22	49060987	48665175
mh22KK-340	rs4925400	22	49061016	48665204
mh22KK-340	rs4925401	22	49061044	48665232
mh22KK-340	rs9628590	22	49061113	48665301
mh22KK-340	rs4925432	22	49060994	48665182
mh22KK-340	rs77899570	22	49061028	48665216
mh22KK-340	rs79558241	22	49061236	48665424
